cellType	gene
Chondrocytes_FANTOM_3	IDUA
Chondrocytes_FANTOM_3	IGF1
Chondrocytes_FANTOM_3	ISLR
Chondrocytes_FANTOM_3	KRT10
Chondrocytes_FANTOM_3	LEP
Chondrocytes_FANTOM_3	MLLT1
Chondrocytes_FANTOM_3	NFATC4
Chondrocytes_FANTOM_3	NFKBIL1
Chondrocytes_FANTOM_3	OMD
Chondrocytes_FANTOM_3	OGN
Chondrocytes_FANTOM_3	P4HB
Chondrocytes_FANTOM_3	PDE3A
Chondrocytes_FANTOM_3	PGM1
Chondrocytes_FANTOM_3	PRELP
Chondrocytes_FANTOM_3	PYY
Chondrocytes_FANTOM_3	SGCD
Chondrocytes_FANTOM_3	SNTB2
Chondrocytes_FANTOM_3	TF
Chondrocytes_FANTOM_3	CLEC3B
Chondrocytes_FANTOM_3	TNNT3
Chondrocytes_FANTOM_3	COL14A1
Chondrocytes_FANTOM_3	ZFPL1
Chondrocytes_FANTOM_3	ZBTB16
Chondrocytes_FANTOM_3	CDK2AP1
Chondrocytes_FANTOM_3	GDF5
Chondrocytes_FANTOM_3	CILP
Chondrocytes_FANTOM_3	WISP1
Chondrocytes_FANTOM_3	MAP3K6
Chondrocytes_FANTOM_3	BAG3
Chondrocytes_FANTOM_3	TTC37
Chondrocytes_FANTOM_3	LAPTM4A
Chondrocytes_FANTOM_3	CUL7
Chondrocytes_FANTOM_3	PJA2
Chondrocytes_FANTOM_3	ABCC9
Chondrocytes_FANTOM_3	PRG4
Chondrocytes_FANTOM_3	ANGPTL7
Chondrocytes_FANTOM_3	CALCOCO2
Chondrocytes_FANTOM_3	YAP1
Chondrocytes_FANTOM_3	CDIPT
Chondrocytes_FANTOM_3	CORIN
Chondrocytes_FANTOM_3	NCKAP1
Chondrocytes_FANTOM_3	COPS8
Chondrocytes_FANTOM_3	KDELR1
Chondrocytes_FANTOM_3	SERINC3
Chondrocytes_FANTOM_3	OS9
Chondrocytes_FANTOM_3	TMED10
Chondrocytes_FANTOM_3	EMILIN1
Chondrocytes_FANTOM_3	MAP4K5
Chondrocytes_FANTOM_3	NXPH3
Chondrocytes_FANTOM_3	SCRG1
Chondrocytes_FANTOM_3	FNDC3A
Chondrocytes_FANTOM_3	SNX13
Chondrocytes_FANTOM_3	PHLDB1
Chondrocytes_FANTOM_3	GANAB
Chondrocytes_FANTOM_3	MKRN2
Chondrocytes_FANTOM_3	EID1
Chondrocytes_FANTOM_3	BCL2L13
Chondrocytes_FANTOM_3	TMEM59L
Chondrocytes_FANTOM_3	SNED1
Chondrocytes_FANTOM_3	RNF11
Chondrocytes_FANTOM_3	HSPB7
Chondrocytes_FANTOM_3	TUBG2
Chondrocytes_FANTOM_3	KLF15
Chondrocytes_FANTOM_3	SEC61A1
Chondrocytes_FANTOM_3	POMT2
Chondrocytes_FANTOM_3	NRBF2
Chondrocytes_FANTOM_3	COL5A3
Chondrocytes_FANTOM_3	WDR41
Chondrocytes_FANTOM_3	KLHL26
Chondrocytes_FANTOM_3	OLAH
Chondrocytes_FANTOM_3	SPATA7
Chondrocytes_FANTOM_3	GLT8D1
Chondrocytes_FANTOM_3	PKNOX2
Chondrocytes_FANTOM_3	C11orf95
Chondrocytes_FANTOM_3	YIPF2
Chondrocytes_FANTOM_3	PODNL1
Chondrocytes_FANTOM_3	HDAC11
Chondrocytes_FANTOM_3	TCEAL4
Chondrocytes_FANTOM_3	UBXN6
Chondrocytes_FANTOM_3	IL17RC
Chondrocytes_FANTOM_3	LRRC15
Chondrocytes_FANTOM_3	PRRC1
Chondrocytes_FANTOM_3	ZNF358
Chondrocytes_FANTOM_3	SEPT10
Chondrocytes_FANTOM_3	NPHP4
Chondrocytes_HPCA_1	ACAN
Chondrocytes_HPCA_1	COMP
Chondrocytes_HPCA_1	CSNK1A1
Chondrocytes_HPCA_1	ERG
Chondrocytes_HPCA_1	ISLR
Chondrocytes_HPCA_1	NFATC4
Chondrocytes_HPCA_1	PRELP
Chondrocytes_HPCA_1	COL14A1
Chondrocytes_HPCA_1	TBX4
Chondrocytes_HPCA_1	MORF4L2
Chondrocytes_HPCA_1	MPHOSPH6
Chondrocytes_HPCA_1	DSTN
Chondrocytes_HPCA_1	SCRG1
Chondrocytes_HPCA_1	HSPB7
Chondrocytes_HPCA_1	REM1
Chondrocytes_HPCA_1	PODNL1
Chondrocytes_HPCA_2	ACAN
Chondrocytes_HPCA_2	COMP
Chondrocytes_HPCA_2	ERG
Chondrocytes_HPCA_2	ISLR
Chondrocytes_HPCA_2	LBP
Chondrocytes_HPCA_2	PRELP
Chondrocytes_HPCA_2	COL14A1
Chondrocytes_HPCA_2	TBX4
Chondrocytes_HPCA_2	MPHOSPH6
Chondrocytes_HPCA_2	SCRG1
Chondrocytes_HPCA_2	HSPB7
Chondrocytes_HPCA_2	REM1
Chondrocytes_HPCA_3	ACAN
Chondrocytes_HPCA_3	COMP
Chondrocytes_HPCA_3	ERG
Chondrocytes_HPCA_3	ISLR
Chondrocytes_HPCA_3	PRELP
Chondrocytes_HPCA_3	COL14A1
Chondrocytes_HPCA_3	RGS11
Chondrocytes_HPCA_3	TBX4
Chondrocytes_HPCA_3	MPHOSPH6
Chondrocytes_HPCA_3	SCRG1
Chondrocytes_HPCA_3	REM1
Class-switched memory B-cells_BLUEPRINT_1	TNFRSF17
Class-switched memory B-cells_BLUEPRINT_1	BLK
Class-switched memory B-cells_BLUEPRINT_1	CR1
Class-switched memory B-cells_BLUEPRINT_1	EPS15
Class-switched memory B-cells_BLUEPRINT_1	RAPGEF1
Class-switched memory B-cells_BLUEPRINT_1	PTPN6
Class-switched memory B-cells_BLUEPRINT_1	RAD17
Class-switched memory B-cells_BLUEPRINT_1	TRAF3
Class-switched memory B-cells_BLUEPRINT_1	UBE2G1
Class-switched memory B-cells_BLUEPRINT_1	UBE2I
Class-switched memory B-cells_BLUEPRINT_1	BAIAP3
Class-switched memory B-cells_BLUEPRINT_1	DEPDC5
Class-switched memory B-cells_BLUEPRINT_2	TNFRSF17
Class-switched memory B-cells_BLUEPRINT_2	BLK
Class-switched memory B-cells_BLUEPRINT_2	CR1
Class-switched memory B-cells_BLUEPRINT_2	EPS15
Class-switched memory B-cells_BLUEPRINT_2	RAPGEF1
Class-switched memory B-cells_BLUEPRINT_2	NDUFA9
Class-switched memory B-cells_BLUEPRINT_2	PTPN6
Class-switched memory B-cells_BLUEPRINT_2	RAD17
Class-switched memory B-cells_BLUEPRINT_2	SLC12A3
Class-switched memory B-cells_BLUEPRINT_2	TAF6
Class-switched memory B-cells_BLUEPRINT_2	TRAF3
Class-switched memory B-cells_BLUEPRINT_2	UBE2G1
Class-switched memory B-cells_BLUEPRINT_2	UBE2I
Class-switched memory B-cells_BLUEPRINT_2	UBE2N
Class-switched memory B-cells_BLUEPRINT_2	TRRAP
Class-switched memory B-cells_BLUEPRINT_2	BAIAP3
Class-switched memory B-cells_BLUEPRINT_2	DEPDC5
Class-switched memory B-cells_BLUEPRINT_2	SCRN1
Class-switched memory B-cells_BLUEPRINT_2	ABI1
Class-switched memory B-cells_BLUEPRINT_2	CPSF4
Class-switched memory B-cells_BLUEPRINT_2	SUB1
Class-switched memory B-cells_BLUEPRINT_2	SP140
Class-switched memory B-cells_BLUEPRINT_2	TNFRSF13B
Class-switched memory B-cells_BLUEPRINT_2	ADAMDEC1
Class-switched memory B-cells_BLUEPRINT_2	AFTPH
Class-switched memory B-cells_BLUEPRINT_2	PRDM10
Class-switched memory B-cells_BLUEPRINT_2	NARFL
Class-switched memory B-cells_BLUEPRINT_2	PIKFYVE
Class-switched memory B-cells_BLUEPRINT_3	TNFRSF17
Class-switched memory B-cells_BLUEPRINT_3	BLK
Class-switched memory B-cells_BLUEPRINT_3	CR1
Class-switched memory B-cells_BLUEPRINT_3	EPS15
Class-switched memory B-cells_BLUEPRINT_3	RAPGEF1
Class-switched memory B-cells_BLUEPRINT_3	NDUFA9
Class-switched memory B-cells_BLUEPRINT_3	PTPN6
Class-switched memory B-cells_BLUEPRINT_3	RAD17
Class-switched memory B-cells_BLUEPRINT_3	TRAF3
Class-switched memory B-cells_BLUEPRINT_3	UBE2G1
Class-switched memory B-cells_BLUEPRINT_3	UBE2I
Class-switched memory B-cells_BLUEPRINT_3	BAIAP3
Class-switched memory B-cells_BLUEPRINT_3	DEPDC5
Class-switched memory B-cells_BLUEPRINT_3	ABI1
Class-switched memory B-cells_BLUEPRINT_3	SEC24A
Class-switched memory B-cells_BLUEPRINT_3	TNFRSF13B
Class-switched memory B-cells_BLUEPRINT_3	AFTPH
Class-switched memory B-cells_BLUEPRINT_3	NGLY1
Class-switched memory B-cells_BLUEPRINT_3	PRDM10
Class-switched memory B-cells_BLUEPRINT_3	PIKFYVE
Class-switched memory B-cells_NOVERSHTERN_1	TNFRSF17
Class-switched memory B-cells_NOVERSHTERN_1	BLK
Class-switched memory B-cells_NOVERSHTERN_1	CXCR5
Class-switched memory B-cells_NOVERSHTERN_1	MS4A1
Class-switched memory B-cells_NOVERSHTERN_1	CD80
Class-switched memory B-cells_NOVERSHTERN_1	COL19A1
Class-switched memory B-cells_NOVERSHTERN_1	GPR25
Class-switched memory B-cells_NOVERSHTERN_1	HLA-DQB2
Class-switched memory B-cells_NOVERSHTERN_1	PAX5
Class-switched memory B-cells_NOVERSHTERN_1	SPIB
Class-switched memory B-cells_NOVERSHTERN_1	BAIAP3
Class-switched memory B-cells_NOVERSHTERN_1	TNFRSF13B
Class-switched memory B-cells_NOVERSHTERN_1	SNED1
Class-switched memory B-cells_NOVERSHTERN_1	ZBTB32
Class-switched memory B-cells_NOVERSHTERN_1	FCRL2
Class-switched memory B-cells_NOVERSHTERN_1	KHDRBS2
Class-switched memory B-cells_NOVERSHTERN_2	BLK
Class-switched memory B-cells_NOVERSHTERN_2	CXCR5
Class-switched memory B-cells_NOVERSHTERN_2	MS4A1
Class-switched memory B-cells_NOVERSHTERN_2	CD80
Class-switched memory B-cells_NOVERSHTERN_2	COL19A1
Class-switched memory B-cells_NOVERSHTERN_2	GPR25
Class-switched memory B-cells_NOVERSHTERN_2	HLA-DQB2
Class-switched memory B-cells_NOVERSHTERN_2	PAX5
Class-switched memory B-cells_NOVERSHTERN_2	SPIB
Class-switched memory B-cells_NOVERSHTERN_2	BAIAP3
Class-switched memory B-cells_NOVERSHTERN_2	TNFRSF13B
Class-switched memory B-cells_NOVERSHTERN_2	SNED1
Class-switched memory B-cells_NOVERSHTERN_2	ZBTB32
Class-switched memory B-cells_NOVERSHTERN_2	FCRL2
Class-switched memory B-cells_NOVERSHTERN_3	BLK
Class-switched memory B-cells_NOVERSHTERN_3	CXCR5
Class-switched memory B-cells_NOVERSHTERN_3	MS4A1
Class-switched memory B-cells_NOVERSHTERN_3	CD80
Class-switched memory B-cells_NOVERSHTERN_3	COL19A1
Class-switched memory B-cells_NOVERSHTERN_3	GPR25
Class-switched memory B-cells_NOVERSHTERN_3	HLA-DQB2
Class-switched memory B-cells_NOVERSHTERN_3	PAX5
Class-switched memory B-cells_NOVERSHTERN_3	SPIB
Class-switched memory B-cells_NOVERSHTERN_3	BAIAP3
Class-switched memory B-cells_NOVERSHTERN_3	TNFRSF13B
Class-switched memory B-cells_NOVERSHTERN_3	SNED1
Class-switched memory B-cells_NOVERSHTERN_3	ZBTB32
Class-switched memory B-cells_NOVERSHTERN_3	FCRL2
CLP_BLUEPRINT_1	COX6C
CLP_BLUEPRINT_1	DNTT
CLP_BLUEPRINT_1	IGLL1
CLP_BLUEPRINT_1	PLP2
CLP_BLUEPRINT_1	PSMA6
CLP_BLUEPRINT_1	VPREB1
CLP_BLUEPRINT_1	AIMP1
CLP_BLUEPRINT_1	TOMM20
CLP_BLUEPRINT_1	GPN3
CLP_BLUEPRINT_1	HIVEP3
CLP_BLUEPRINT_1	MYL12B
CLP_BLUEPRINT_2	COX6C
CLP_BLUEPRINT_2	DNTT
CLP_BLUEPRINT_2	H3F3B
CLP_BLUEPRINT_2	IDH3A
CLP_BLUEPRINT_2	IGLL1
CLP_BLUEPRINT_2	OXA1L
CLP_BLUEPRINT_2	PLP2
CLP_BLUEPRINT_2	PSMA6
CLP_BLUEPRINT_2	SNRPD1
CLP_BLUEPRINT_2	VPREB1
CLP_BLUEPRINT_2	AIMP1
CLP_BLUEPRINT_2	ADNP
CLP_BLUEPRINT_2	C19orf53
CLP_BLUEPRINT_2	GPN3
CLP_BLUEPRINT_2	C11orf57
CLP_BLUEPRINT_2	HIVEP3
CLP_BLUEPRINT_2	FAM76A
CLP_BLUEPRINT_3	CALM1
CLP_BLUEPRINT_3	COX6C
CLP_BLUEPRINT_3	DNTT
CLP_BLUEPRINT_3	GAPDH
CLP_BLUEPRINT_3	H3F3B
CLP_BLUEPRINT_3	IDH3A
CLP_BLUEPRINT_3	IGBP1
CLP_BLUEPRINT_3	IGLL1
CLP_BLUEPRINT_3	OXA1L
CLP_BLUEPRINT_3	PLP2
CLP_BLUEPRINT_3	PSMA6
CLP_BLUEPRINT_3	PSMB3
CLP_BLUEPRINT_3	RFC4
CLP_BLUEPRINT_3	RPL8
CLP_BLUEPRINT_3	SNRPD1
CLP_BLUEPRINT_3	VPREB1
CLP_BLUEPRINT_3	AIMP1
CLP_BLUEPRINT_3	ATP6V1G1
CLP_BLUEPRINT_3	TOMM20
CLP_BLUEPRINT_3	METAP2
CLP_BLUEPRINT_3	DSTN
CLP_BLUEPRINT_3	ADNP
CLP_BLUEPRINT_3	C19orf53
CLP_BLUEPRINT_3	ASCC1
CLP_BLUEPRINT_3	GPN3
CLP_BLUEPRINT_3	C11orf57
CLP_BLUEPRINT_3	WDR33
CLP_BLUEPRINT_3	NGLY1
CLP_BLUEPRINT_3	HIVEP3
CLP_BLUEPRINT_3	MYL12B
CLP_BLUEPRINT_3	FAM76A
CMP_BLUEPRINT_1	AZU1
CMP_BLUEPRINT_1	MS4A3
CMP_BLUEPRINT_1	CPA3
CMP_BLUEPRINT_1	CRHBP
CMP_BLUEPRINT_1	CRYGD
CMP_BLUEPRINT_1	CTSG
CMP_BLUEPRINT_1	ELANE
CMP_BLUEPRINT_1	MS4A2
CMP_BLUEPRINT_1	IGLL1
CMP_BLUEPRINT_1	MPO
CMP_BLUEPRINT_1	SERPINB10
CMP_BLUEPRINT_1	PRG2
CMP_BLUEPRINT_1	PRTN3
CMP_BLUEPRINT_1	RNASE2
CMP_BLUEPRINT_1	RNASE3
CMP_BLUEPRINT_1	STAR
CMP_BLUEPRINT_1	EPX
CMP_BLUEPRINT_1	NAALADL1
CMP_BLUEPRINT_2	AZU1
CMP_BLUEPRINT_2	MS4A3
CMP_BLUEPRINT_2	CLC
CMP_BLUEPRINT_2	CPA3
CMP_BLUEPRINT_2	CRHBP
CMP_BLUEPRINT_2	CTSG
CMP_BLUEPRINT_2	ELANE
CMP_BLUEPRINT_2	MS4A2
CMP_BLUEPRINT_2	FLT3
CMP_BLUEPRINT_2	HDC
CMP_BLUEPRINT_2	MPO
CMP_BLUEPRINT_2	SERPINB10
CMP_BLUEPRINT_2	PRG2
CMP_BLUEPRINT_2	PRTN3
CMP_BLUEPRINT_2	RNASE2
CMP_BLUEPRINT_2	RNASE3
CMP_BLUEPRINT_2	EPX
CMP_BLUEPRINT_2	NAALADL1
CMP_BLUEPRINT_2	HPGDS
CMP_BLUEPRINT_3	AZU1
CMP_BLUEPRINT_3	MS4A3
CMP_BLUEPRINT_3	CLC
CMP_BLUEPRINT_3	CPA3
CMP_BLUEPRINT_3	CRHBP
CMP_BLUEPRINT_3	CTSG
CMP_BLUEPRINT_3	ELANE
CMP_BLUEPRINT_3	FLT3
CMP_BLUEPRINT_3	MPO
CMP_BLUEPRINT_3	PRG2
CMP_BLUEPRINT_3	PRTN3
CMP_BLUEPRINT_3	RNASE2
CMP_BLUEPRINT_3	RNASE3
CMP_BLUEPRINT_3	EPX
CMP_BLUEPRINT_3	HPGDS
CMP_HPCA_1	ALOX15
CMP_HPCA_1	ANXA3
CMP_HPCA_1	AZU1
CMP_HPCA_1	BYSL
CMP_HPCA_1	C1QB
CMP_HPCA_1	CACNA1E
CMP_HPCA_1	CAMK2A
CMP_HPCA_1	RUNX1
CMP_HPCA_1	CCNC
CMP_HPCA_1	CD1E
CMP_HPCA_1	MS4A3
CMP_HPCA_1	CD63
CMP_HPCA_1	CDSN
CMP_HPCA_1	CLC
CMP_HPCA_1	CLIC1
CMP_HPCA_1	CNGA3
CMP_HPCA_1	CPA3
CMP_HPCA_1	CPB1
CMP_HPCA_1	CPN1
CMP_HPCA_1	CRYGA
CMP_HPCA_1	CSF2RB
CMP_HPCA_1	CTSG
CMP_HPCA_1	DAB1
CMP_HPCA_1	DEFA6
CMP_HPCA_1	EDN3
CMP_HPCA_1	EYA3
CMP_HPCA_1	MS4A2
CMP_HPCA_1	FMO2
CMP_HPCA_1	AFF2
CMP_HPCA_1	G6PC
CMP_HPCA_1	GALR1
CMP_HPCA_1	GDF9
CMP_HPCA_1	GNAT1
CMP_HPCA_1	GPD1
CMP_HPCA_1	GRIA4
CMP_HPCA_1	GRM2
CMP_HPCA_1	GUCA2B
CMP_HPCA_1	H2AFX
CMP_HPCA_1	HDC
CMP_HPCA_1	HSF4
CMP_HPCA_1	IDUA
CMP_HPCA_1	IL5RA
CMP_HPCA_1	IL13
CMP_HPCA_1	IMPG1
CMP_HPCA_1	PDX1
CMP_HPCA_1	ITIH3
CMP_HPCA_1	ITIH4
CMP_HPCA_1	KCNJ10
CMP_HPCA_1	KCNN1
CMP_HPCA_1	LCT
CMP_HPCA_1	MEA1
CMP_HPCA_1	MKI67
CMP_HPCA_1	MPL
CMP_HPCA_1	MPO
CMP_HPCA_1	MYF5
CMP_HPCA_1	MYH11
CMP_HPCA_1	NDUFB4
CMP_HPCA_1	OXT
CMP_HPCA_1	P2RY4
CMP_HPCA_1	PAX1
CMP_HPCA_1	PAX3
CMP_HPCA_1	PGR
CMP_HPCA_1	SERPINB10
CMP_HPCA_1	SERPINI2
CMP_HPCA_1	PRG2
CMP_HPCA_1	PRKG2
CMP_HPCA_1	PYY
CMP_HPCA_1	PTPRS
CMP_HPCA_1	RCVRN
CMP_HPCA_1	RHO
CMP_HPCA_1	RORB
CMP_HPCA_1	SCN1A
CMP_HPCA_1	CCL18
CMP_HPCA_1	CCL23
CMP_HPCA_1	SIM1
CMP_HPCA_1	SLC5A2
CMP_HPCA_1	SLC18A2
CMP_HPCA_1	SNAPC4
CMP_HPCA_1	STAR
CMP_HPCA_1	TNR
CMP_HPCA_1	TP73
CMP_HPCA_1	TRPC3
CMP_HPCA_1	TYR
CMP_HPCA_1	COL14A1
CMP_HPCA_1	UNG
CMP_HPCA_1	VPREB1
CMP_HPCA_1	ZNF174
CMP_HPCA_1	MADCAM1
CMP_HPCA_1	CLPP
CMP_HPCA_1	GDF5
CMP_HPCA_1	HIST1H2BO
CMP_HPCA_1	PLA2G6
CMP_HPCA_1	BFSP2
CMP_HPCA_1	IRS4
CMP_HPCA_1	LIPF
CMP_HPCA_1	BRSK2
CMP_HPCA_1	SLC13A2
CMP_HPCA_1	CCNB2
CMP_HPCA_1	LONP1
CMP_HPCA_1	NTN1
CMP_HPCA_1	FHL5
CMP_HPCA_1	FRMPD4
CMP_HPCA_1	DLEC1
CMP_HPCA_1	NAALADL1
CMP_HPCA_1	CHAF1A
CMP_HPCA_1	GLYAT
CMP_HPCA_1	TRAIP
CMP_HPCA_1	CACNG3
CMP_HPCA_1	TUBA1B
CMP_HPCA_1	PRG3
CMP_HPCA_1	TAB1
CMP_HPCA_1	ERLIN1
CMP_HPCA_1	SPAG5
CMP_HPCA_1	RASL10A
CMP_HPCA_1	NEU3
CMP_HPCA_1	RUVBL2
CMP_HPCA_1	ACTL7A
CMP_HPCA_1	PTPRT
CMP_HPCA_1	SNW1
CMP_HPCA_1	FAIM2
CMP_HPCA_1	POLA2
CMP_HPCA_1	IRF2BP1
CMP_HPCA_1	DAZAP1
CMP_HPCA_1	DNAI1
CMP_HPCA_1	FOXB1
CMP_HPCA_1	SNX5
CMP_HPCA_1	NDOR1
CMP_HPCA_1	GNMT
CMP_HPCA_1	CNTN6
CMP_HPCA_1	HPGDS
CMP_HPCA_1	MYLPF
CMP_HPCA_1	SMARCAL1
CMP_HPCA_1	UBQLN3
CMP_HPCA_1	RASL12
CMP_HPCA_1	TOLLIP
CMP_HPCA_1	MED18
CMP_HPCA_1	COMMD4
CMP_HPCA_1	CRTAC1
CMP_HPCA_1	KLHL11
CMP_HPCA_1	DHX32
CMP_HPCA_1	SPATA7
CMP_HPCA_1	CENPN
CMP_HPCA_1	ZMAT5
CMP_HPCA_1	C21orf62
CMP_HPCA_1	CYSLTR2
CMP_HPCA_1	VN1R1
CMP_HPCA_1	SLC4A5
CMP_HPCA_1	CADM3
CMP_HPCA_1	PRODH2
CMP_HPCA_1	DNASE2B
CMP_HPCA_1	ALX4
CMP_HPCA_1	XPNPEP3
CMP_HPCA_1	DPEP3
CMP_HPCA_1	GPR135
CMP_HPCA_1	PDIA2
CMP_HPCA_1	CYP3A43
CMP_HPCA_1	LRRC19
CMP_HPCA_1	C22orf46
CMP_HPCA_1	LIN28A
CMP_HPCA_1	ZBBX
CMP_HPCA_1	RERGL
CMP_HPCA_1	L2HGDH
CMP_HPCA_1	TSGA10
CMP_HPCA_1	LRRC3
CMP_HPCA_1	NRIP2
CMP_HPCA_1	COG7
CMP_HPCA_1	TIMM50
CMP_HPCA_1	TBC1D16
CMP_HPCA_1	ZNF428
CMP_HPCA_1	RAB40A
CMP_HPCA_1	FAM76A
CMP_HPCA_1	ATXN7L1
CMP_HPCA_1	ANKRD34C
CMP_HPCA_2	ADSS
CMP_HPCA_2	MS4A3
CMP_HPCA_2	MAPK14
CMP_HPCA_2	TOR1A
CMP_HPCA_2	FANCG
CMP_HPCA_2	MS4A2
CMP_HPCA_2	LPAR4
CMP_HPCA_2	GPR27
CMP_HPCA_2	LTC4S
CMP_HPCA_2	LYL1
CMP_HPCA_2	MPO
CMP_HPCA_2	MYO9A
CMP_HPCA_2	PGM1
CMP_HPCA_2	POLE
CMP_HPCA_2	MAP2K5
CMP_HPCA_2	TRIM27
CMP_HPCA_2	RNASE2
CMP_HPCA_2	RREB1
CMP_HPCA_2	SPN
CMP_HPCA_2	STAR
CMP_HPCA_2	TFCP2
CMP_HPCA_2	TOP2B
CMP_HPCA_2	TPSAB1
CMP_HPCA_2	WHSC1
CMP_HPCA_2	XPO1
CMP_HPCA_2	ZNF221
CMP_HPCA_2	HIST1H2BL
CMP_HPCA_2	HIST1H2BO
CMP_HPCA_2	HIST1H3C
CMP_HPCA_2	HIST1H4C
CMP_HPCA_2	NSMAF
CMP_HPCA_2	JRK
CMP_HPCA_2	ZMYM4
CMP_HPCA_2	TGM5
CMP_HPCA_2	SCAMP1
CMP_HPCA_2	HDAC6
CMP_HPCA_2	ZNF197
CMP_HPCA_2	ERLIN1
CMP_HPCA_2	TAF6L
CMP_HPCA_2	USP19
CMP_HPCA_2	EHMT2
CMP_HPCA_2	HMGXB3
CMP_HPCA_2	SMC5
CMP_HPCA_2	MGA
CMP_HPCA_2	KIAA1033
CMP_HPCA_2	ZNF629
CMP_HPCA_2	TNPO3
CMP_HPCA_2	ZKSCAN5
CMP_HPCA_2	ZZZ3
CMP_HPCA_2	SPAG8
CMP_HPCA_2	REV1
CMP_HPCA_2	PHF7
CMP_HPCA_2	VPS54
CMP_HPCA_2	EXD3
CMP_HPCA_2	SETD5
CMP_HPCA_2	RHOT1
CMP_HPCA_2	ZNF701
CMP_HPCA_2	CENPJ
CMP_HPCA_2	KLHL9
CMP_HPCA_2	ZNF471
CMP_HPCA_2	BAHCC1
CMP_HPCA_2	HRH4
CMP_HPCA_2	FAM111A
CMP_HPCA_2	NARFL
CMP_HPCA_2	S100PBP
CMP_HPCA_2	MTHFSD
CMP_HPCA_2	ZNF747
CMP_HPCA_2	CCDC121
CMP_HPCA_2	ZNF768
CMP_HPCA_2	ATP8B4
CMP_HPCA_2	ZKSCAN3
CMP_HPCA_2	TSGA10
CMP_HPCA_2	CDT1
CMP_HPCA_2	USP48
CMP_HPCA_2	ARHGAP33
CMP_HPCA_2	ZNF780B
CMP_HPCA_2	PIKFYVE
CMP_HPCA_2	ZKSCAN4
CMP_HPCA_2	ZNF324B
CMP_HPCA_3	MS4A3
CMP_HPCA_3	MS4A2
CMP_HPCA_3	GPR27
CMP_HPCA_3	LTC4S
CMP_HPCA_3	LYL1
CMP_HPCA_3	MPO
CMP_HPCA_3	STAR
CMP_HPCA_3	TPSAB1
CMP_HPCA_3	ZNF221
CMP_HPCA_3	HIST1H2BO
CMP_HPCA_3	HIST1H3C
CMP_HPCA_3	NAT6
CMP_HPCA_3	CENPJ
CMP_HPCA_3	BAHCC1
CMP_NOVERSHTERN_1	MS4A3
CMP_NOVERSHTERN_1	CD33
CMP_NOVERSHTERN_1	TOR1A
CMP_NOVERSHTERN_1	LPAR4
CMP_NOVERSHTERN_1	GPR27
CMP_NOVERSHTERN_1	MPO
CMP_NOVERSHTERN_1	TFCP2
CMP_NOVERSHTERN_1	TPSAB1
CMP_NOVERSHTERN_1	HIST1H4C
CMP_NOVERSHTERN_1	ZMYM4
CMP_NOVERSHTERN_1	TGM5
CMP_NOVERSHTERN_1	HDAC6
CMP_NOVERSHTERN_1	ZNF197
CMP_NOVERSHTERN_1	ERLIN1
CMP_NOVERSHTERN_1	TNPO3
CMP_NOVERSHTERN_1	NAT6
CMP_NOVERSHTERN_1	ZZZ3
CMP_NOVERSHTERN_1	SPAG8
CMP_NOVERSHTERN_1	FBXL4
CMP_NOVERSHTERN_1	ZNF701
CMP_NOVERSHTERN_1	CENPJ
CMP_NOVERSHTERN_1	ZNF471
CMP_NOVERSHTERN_1	S100PBP
CMP_NOVERSHTERN_1	ZKSCAN3
CMP_NOVERSHTERN_1	TSGA10
CMP_NOVERSHTERN_1	CDT1
CMP_NOVERSHTERN_1	ATP8B3
CMP_NOVERSHTERN_1	ZNF324B
CMP_NOVERSHTERN_2	TOR1A
CMP_NOVERSHTERN_2	LPAR4
CMP_NOVERSHTERN_2	GPR27
CMP_NOVERSHTERN_2	MPO
CMP_NOVERSHTERN_2	ZMYM4
CMP_NOVERSHTERN_2	TGM5
CMP_NOVERSHTERN_2	HDAC6
CMP_NOVERSHTERN_2	ZNF197
CMP_NOVERSHTERN_2	ERLIN1
CMP_NOVERSHTERN_2	TNPO3
CMP_NOVERSHTERN_2	SPAG8
CMP_NOVERSHTERN_2	ZNF701
CMP_NOVERSHTERN_2	ZNF471
CMP_NOVERSHTERN_2	ZKSCAN3
CMP_NOVERSHTERN_3	MS4A2
CMP_NOVERSHTERN_3	LPAR4
CMP_NOVERSHTERN_3	GPR27
CMP_NOVERSHTERN_3	LTC4S
CMP_NOVERSHTERN_3	LYL1
CMP_NOVERSHTERN_3	MPO
CMP_NOVERSHTERN_3	TRIM27
CMP_NOVERSHTERN_3	STAR
CMP_NOVERSHTERN_3	TPSAB1
CMP_NOVERSHTERN_3	ZNF221
CMP_NOVERSHTERN_3	HIST1H2BO
CMP_NOVERSHTERN_3	HIST1H3C
CMP_NOVERSHTERN_3	ZNF197
CMP_NOVERSHTERN_3	ZNF629
CMP_NOVERSHTERN_3	SPAG8
CMP_NOVERSHTERN_3	PHF7
CMP_NOVERSHTERN_3	CENPJ
CMP_NOVERSHTERN_3	BAHCC1
CMP_NOVERSHTERN_3	ATP8B4
CMP_NOVERSHTERN_3	ZKSCAN3
DC_BLUEPRINT_1	ALOX15
DC_BLUEPRINT_1	CD1A
DC_BLUEPRINT_1	CD1B
DC_BLUEPRINT_1	CD1E
DC_BLUEPRINT_1	CCL13
DC_BLUEPRINT_1	CCL17
