NAME	MMS AN non-treated	MMS AO Non-treated	MMS AP Non-treated	MMS AR non-irradiated	MMS BA Non- treated  4x44K	MMS BB Non- treated 4x44K	MMS BC1 4x44K (w/o ORGANOIDS digestion)	MMS BE (without organoids)	MMS BF (without organoids)	MMS BL*	MMS E 08/05-08/19	MMS H1 Intact	MMS X Intact Exp1	MMS Z
subtype	not	not	not	not	not	not	CL	CL	not	not	CL	CL	CL	CL
10156	-0.6325	-0.1865	0.1165	0.4835	-0.1855	-0.3155	-0.3835	0.4295	-0.2215	0.0765	1.3415	0.2915	-0.0485	1.3605
10157	0.4225	0.5985	0.0975	0.1435	0.7725	-0.1985	1.3755	1.0925	-0.7005	1.0955	0.7115	0.5975	0.5865	1.2495
10158	0.212	0.695	0.57	2.713	0.025	-0.1	-1.444	-2.934	-0.749	0.332	-3.938	-2.811	-2.92	-3.94
10159	0.5455	-0.0965	-0.2285	-0.5755	0.1945	1.0645	1.1945	1.0745	1.1145	1.1745	1.2685	0.7445	0.6665	0.6775
1016	-0.288	-0.163	0.367	-0.385	-0.372	-0.318	-0.15	-0.492	-0.741	-2.21	-1.081	-0.659	-0.705	-3.786
10160	0.153	0.299	0.169	-0.533	0.046	1.329	0.328	-0.332	-0.144	0.219	0.634	0.452	0.058	0.593
10161	-0.8575	-1.6775	-1.2035	-1.7535	-1.0205	-0.1985	-0.0605	-0.1275	-0.3555	-0.6235	-1.8725	-0.5585	-0.5315	-1.2155
10162	0.390375	-0.191375	-0.1895	-0.4985	0.1615	-0.2365	-0.1825	-0.1335	-0.3275	-0.6355	0.4395	0.3515	0.3055	0.7615
10163	0.019071429	0.072357143	-0.0085	0.0063	-4.1865	-0.471625	0.177928571	-0.470277778	-0.117625	-0.265722222	0.1735	0.2495	-0.0555	0.2815
10164	-0.006	0.163	1.113	0.796	0.078	-0.139	-0.418	0.141	-0.183	-0.308	-0.537	-0.103	-0.303	-0.953
10165	0.173142857	0.162428571	0.254285714	0.85	0.743	-0.335	-0.353	-0.856	-0.201	0.08	0.457142857	-0.353	-0.827	0.041
10166	-0.89	-0.233	-0.392	-0.578	-0.302	-0.023	-0.022	-0.494	-0.74	-0.924	-1.142	-0.389	-0.627	-0.251
10168	0.303	-0.247	-0.31	-0.445125	-0.002	-0.162	-0.071	0.2161	0.1295	-0.725	0.511	-0.322	0.077	1.626
10169	-0.137166667	0.340666667	0.346	1.264	0.524	-0.086	0.264	-0.126	-0.066	0.304	0.644833333	0.214	-0.199	0.544
1017	-0.554642857	-0.292785714	-0.211071429	1.1215	0.4615	-0.9385	-1.2685	-2.0485	-1.2985	-1.4685	-0.103928571	-0.8985	-1.0665	-1.2195
10170	-0.4755	-0.7005	-0.8635	-0.3525	-0.0465	-0.2205	-0.1555	0.7675	-0.2195	-0.6935	-0.6435	-0.3875	0.1785	-1.3065
10171	-0.245	0.557	0.257	-0.7	0.18	-0.01	0.31	0.35	0.13	0.36	-0.331	-0.06	-0.035	-0.043
10172	0.3556875	0.0145	-0.048785714	-0.3985	-0.2235	-0.0235	0.0085	0.0225	-0.2255	-0.4445	-0.0753125	-0.2315	-0.1495	-0.5195
10174	-0.339666667	0.23	0.2585	0.3345	-0.0935	-0.5265	-0.0955	-0.5735	-0.0385	-0.3345	0.320333333	-0.2685	-0.6995	-0.4935
10175	0.094	0.515	0.32	-0.389	-0.229	1.601	1.431	1.291	1.321	1.231	-0.375	1.141	0.814	0.695
10178	-0.16315	0.07285	-0.45715	0.26885	-0.37015	-0.21615	-0.38215	-0.17815	-0.21615	-0.61315	-0.70415	0.38185	0.12785	-0.37415
10179	1.137	-0.154	-0.455	-1.14	0.11	1.729	1.544	1.344	1.264	1.489	-1.711	1.265	0.945	-0.854
1018	0.6015	-0.0555	-0.2735	0.3125	-0.1105	-0.5825	-0.6765	-0.5085	0.0145	-0.3085	1.0045	0.2025	0.0695	0.7595
10180	0.496	0.012	0.294	-0.831	0.403	-0.479	0.135	0.481	0.465	0.027	2.586	0.123	0.186	1.16
10181	0.4055	0.1985	0.3815	-0.6935	-0.0255	-0.2535	-0.3185	-0.1945	-0.3235	-0.1225	0.4215	-0.5805	0.0765	0.8695
10184	2.077	2.384	1.957	1.415	2.313	2.53	2.809	1.73	2.922	2.653	2.786	3.294	1.995	2.173
10186	-0.4965	0.8585	-0.2915	-0.5535	0.4905	0.1255	1.6445	0.8205	0.5695	1.9425	0.8715	0.9165	1.1925	0.9415
10189	-0.207	0.693	0.901	1.375	0.844	-0.242	-0.711	-0.986	-0.765	-0.899	0.653	0.235	-1.027	-1.099
1019	0.38075	0.45675	0.17175	-0.52025	0.21425	0.10725	0.28675	0.36425	0.17675	0.27175	0.46375	0.79925	0.86525	0.94525
10190	0.7235	0.1545	0.0875	-1.4515	0.2595	1.5135	1.0295	1.0475	1.3275	1.1125	-1.3155	0.6675	0.5305	0.0695
10193	0.727	0.153	-0.148	-0.78	0.44	0.776	0.271	0.943	0.357	0.909	-0.486	0.297	-0.503	-0.148
10194	-0.048201389	0.064243056	0.0003125	0.3906875	0.4326875	-0.1163125	0.3396875	1.0216875	-0.0353125	0.1126875	0.3586875	-0.2273125	0.0046875	1.2016875
10195	-0.231	0.043	0.156	0.587	-0.268	-0.35	-0.066	-0.178	-0.657	-0.331	0.574	0.055	0.309	0.878
10196	0.423	-0.284	-0.163	-0.482	0.213	0.52	0.447	-0.095	0.202	0.55	-0.716	0.198	0.494	-0.483
10197	0.1245	-0.0315	0.2025	0.8025	0.2425	0.0345	0.0765	-0.2205	-0.2025	0.0025	0.0335	-0.1685	-0.2385	-0.0715
10198	-0.748	0.105	0.136	-0.148	-0.033	-0.232	0.099	-0.194	-0.316	-0.607	0.009	-0.206	-0.174	-0.103
10199	-0.79	0.023	-0.022	-0.243	0.335	-0.359	-0.51	-0.003	-0.004	-0.231	1.253	-0.5	-0.198	1.26
102	1.575	0.903	1.165	0.991	1.071	0.761	0.682	0.794	0.722	1.54	-0.978	0.553	0.943	0.138
1020	1.242	0.397	0.736	-0.107	0.574	0.272	-0.319	-0.583	0.074	-0.239	0.609	0.439	0.253	0.659
10200	0.076333333	0.037833333	0.034166667	-0.616	-1.019	0.098	-0.379	-0.423	-0.022	-0.497	0.057	-0.283	-0.986	-1.438
10201	0.108285714	-0.116857143	-0.049142857	0.349	-0.154	0.14	0.227	0.68	0.167	-0.173	0.3802	-0.014	0.048	1.513
10202	-0.2175	-0.3985	0.0375	-0.0605	0.3395	-0.2105	-0.6105	-1.0305	-0.7405	-1.2705	1.1855	0.1195	-1.0435	0.2775
10203	-0.02675	-0.01875	-0.13775	0.277	-0.591	-0.261	-0.22	-0.226	-0.324	0.541555556	0.677375	-0.097	-0.276	0.272
10204	0.7015	0.0845	0.2365	-0.0785	-0.2025	0.0205	0.1625	0.0705	0.2085	-0.1925	0.9695	0.7255	-0.2325	0.2205
10205	0.652	0.431	1.194	0.903	0.587	0.471	-1.533	-1.779	-0.446	-0.798	-1.249	-1.377	-1.907	-2.835
10206	0.624	0.0315	-0.0365	-0.3855	0.0515	0.4255	0.6425	0.559	0.611	0.581	-0.786	0.6945	0.3705	-0.5375
10207	-0.4356	-0.4796	-0.5876	-0.428171429	-0.0926	-0.2376	-0.7976	-0.7166	0.2604	-1.2866	-0.3516	-0.7426	-0.4046	-1.0626
10208	0.2034375	-0.0015625	0.0271875	-0.0914375	0.2265625	0.2785625	0.2945625	0.4175625	-0.6364375	0.4845625	-0.0123125	-0.4134375	0.0985625	-1.1094375
10209	1.779	0.991	1.032	1.293	0.962	0.827	0.52	1.404	1.439	1.379	1.162	1.409	1.268	0.697
1021	0.5115	0.0285	0.1225	0.6275	0.8395	0.3255	0.2675	0.3415	0.6665	-0.6575	1.8735	0.8445	-0.0195	0.2855
10210	0.3455	-0.2245	0.2845	0.2065	0.0015	0.7435	0.7315	0.5205	1.1105	0.1515	0.7685	1.2175	0.4295	-0.2035
10211	-0.02	0.186833333	0.137666667	-0.2105	-0.2305	-0.9655	-0.8085	-0.2715	-0.7075	-0.8315	0.125666667	0.0065	-0.2325	1.3065
10212	-0.424	-0.612	-0.433	-0.469	0.061	-0.719	-0.589	-0.779	-1.189	-0.639	0.686	-0.749	-0.424	0.801
10213	0.534	-0.082	0.104	-0.894	-0.009	0.734	0.414	0.265	0.762	0.579	-0.113	0.363	0.285	0.197
10214	0.403	0.1218	0.1668	-0.2205	0.0885	0.0055	0.206	0.1305	0.2185	-1.772	-0.04	-0.0145	0.109	-0.043
10215	-0.229	-0.143	0.292	-0.002	-0.467166667	-1.1855	-0.333	0.114	-3.191	0.003	0.23	0.219	-0.179	-0.376
10216	0.850944444	2.846944444	0.633944444	1.186944444	0.202944444	1.802944444	3.272944444	6.665944444	2.300944444	5.122944444	1.471944444	3.944944444	0.430944444	3.527944444
10217	-0.0685	-0.0775	0.0185	-1.1105	-0.4275	-0.0495	0.1045	0.9475	0.5825	0.0255	1.5075	1.1005	0.9315	2.0235
10218	1.085285714	0.477285714	0.262285714	0.852285714	0.404035714	0.385285714	-0.650714286	0.464507937	-0.186714286	1.177619048	0.975685714	0.827285714	0.469285714	0.777285714
10219	-1.1635	-0.6295	-0.5255	-0.7845	0.071785714	-0.6935	-0.5045	0.2485	-1.1885	-0.6875	-0.2145	-0.5475	-0.5995	0.7935
1022	0.0145	0.2615	0.3435	-0.5435	-0.0865	0.3475	-0.1245	0.1375	0.4375	0.0115	-0.2735	-0.2645	-0.3285	0.2645
10220	0.5725	1.1875	1.3895	0.5145	1.2205	1.2425	0.8985	0.0025	0.5835	0.7815	0.6935	0.7905	0.4225	1.2475
10221	-0.542	-0.487	-0.891	0.6	0.816	-0.607	-0.035222222	-1.319	-0.234	-0.609	-1.001	-0.817	-1.082	-0.999
10223	0.1075	0.2255	0.1065	-0.071833333	-0.3045	-0.1275	0.0625	-0.0115	-0.2185	0.027916667	0.0155	0.1965	-0.0045	1.3985
10224	0.098	-0.114	-0.011666667	-0.542	-0.335	-0.44	-0.673	-0.68	-0.698	-0.765	-0.106333333	-1.418	-0.805	-0.709
10225	-0.34925	0.25775	0.3075	-0.43825	-0.57875	-0.84975	-0.52275	-0.77225	-0.54175	-0.72275	0.05625	-0.38975	-0.26625	-0.87375
10226	0.4375	0.9625	0.9415	1.0525	1.1275	0.1525	-0.0015	0.5625	0.4225	0.0765	1.6015	1.2205	0.8905	2.1105
10227	0.3555	0.2345	0.3165	-0.2295	0.5935	-0.6415	-0.2855	0.3665	0.4945	-0.1905	0.9735	0.9225	0.6455	1.1625
10228	-1.9445	0.4175	0.5195	1.3275	0.2445	-0.7725	-1.1985	-0.8435	-1.0305	-1.1185	3.1825	-1.1685	-1.3435	1.3405
10229	-0.427	0.174	-0.476	-0.14	0.02	0.29	0.27	0.5	0.4	0.23	-0.867	-0.31	-0.832	-1.442
10230	-0.4385	0.3195	0.5275	0.2785	-0.3785	0.1955	0.1655	0.3745	0.1595	-0.0495	0.8495	0.3015	-0.3985	-0.8395
10231	-0.2442	0.0728	-0.103	0.264555556	-0.445	-0.247	0.165	0.701	0.059	0.214	-0.3622	-0.115	-0.021	0.187
10232	-0.1415	0.1775	0.0315	-0.1115	-0.2785	-0.0595	0.0075	0.0695	0.0685	-0.2275	-0.1185	-0.1885	-0.1025	-0.1905
10233	0.0485	-0.7885	-0.4825	0.2095	0.0825	-0.4275	-0.0375	0.0215	0.0495	-0.5085	0.0055	-0.0785	-0.0895	-0.2825
10234	1.296	2.289	0.434	1.062	1.252	2.362	2.812	2.712	2.542	3.052	3.594	3.102	1.366	1.903
10235	-1.9775	-1.8005	-1.5075	-1.6425	-2.0565	-1.7625	-1.5295	-2.5125	-1.8935	-1.3715	-0.5035	-1.7735	-2.2325	-1.0365
10236	-0.0655	0.459	0.4125	0.0255	-0.2125	-0.1965	0.2035	-0.4295	-0.0665	-0.4605	0.956666667	0.1505	0.0565	1.3565
10237	-0.0765	-0.0225	0.0215	-0.4125	0.1085	0.4015	0.5035	0.1835	0.2755	0.1665	0.0335	0.0905	0.0295	0.2995
10238	-0.3545	0.1405	0.2215	0.1935	0.1315	-0.1345	-0.2795	0.6235	0.9845	-0.7505	2.0305	0.2805	-0.2365	1.7435
10239	0.5258125	0.6168125	0.5068125	-0.9501875	0.0638125	-0.2521875	-0.0531875	1.2298125	-0.0271875	-0.2635875	0.7458125	0.4008125	-0.1901875	-0.3231875
1024	0.219	-0.143	-0.1565	-0.761	0.122	-0.473	-0.033	0.216	0.021	0.184	0.619166667	0.629	0.563	0.639
10240	-0.056	0.282	0.007	-0.379	-0.049	0.381	0.411	0.571	0.261	0.481	-0.597	0.661	0.143	-0.064
10241	0.264375	-0.109833333	-0.186166667	-1.1255	-0.1855	0.2545	0.1245	0.2945	0.2645	0.2445	-0.820083333	-0.4055	0.6155	0.1275
10242	0.00575	0.01525	0.23275	-0.072416667	0.01275	0.38025	0.04025	0.06475	0.11275	0.14975	-0.03075	0.72475	-0.05825	-1.05425
10243	-0.532	-0.322	-0.518	-0.011625	0.104	0.183	0.271	0.153	-0.349	-0.084	0.176	-0.01	-0.012	-1.071
10244	0.094	0.3584	0.3568	-0.72	-0.12	0.3	0.2	0.21	-0.02	0.02	0.2221	0.29	0.267	0.508
10245	-0.147	-0.305	-0.171	0.319	-0.637	-0.586	-0.485	-0.474	-0.54	-0.576	0.675	-0.374	0.275	0.093
10246	0.072277778	0.295277778	0.245611111	-0.122611111	0.6365	0.3285	0.5015	0.5655	0.6385	1.0575	-0.122277778	-0.0015	-0.5195	-1.4905
10247	-0.882	-0.452	-0.745	-1.498	-0.648	0.312	0.582	0.562	0.402	0.352	-1.233	-0.218	0.083	-0.81
10248	0.2465	0.2865	0.3485	0.3345	0.2445	0.0345	-0.2255	-0.0655	-0.0555	-0.1455	0.0825	-0.0155	-0.2445	-0.2585
10249	-0.298527778	-0.030527778	-0.173527778	0.292172222	-0.021527778	0.050472222	-0.059527778	-0.096527778	-0.166527778	-0.04375	-0.202670635	-0.081527778	-0.013527778	-0.507527778
1025	0.3695	0.4695	-0.0905	-0.7465	0.0895	-0.0095	0.0965	-0.0025	0.1785	-0.1809	1.0235	0.3025	-0.1675	0.7545
10250	0.028375	0.159625	0.2395625	0.358	0.132	0.064	0.051	0.17	0.255	-0.355	0.425375	0.207	-1.045	-0.839
10252	-0.912	-1.366	-1.253	-1.736	-1.01	-0.319	0.448	-0.255	-0.215	0.008	0.099	0.062	0.181	0.331
10253	0.9705	1.7375	1.9775	1.0605	2.1115	1.9705	2.2745	1.9455	3.0155	2.2705	-0.1115	2.1015	1.5565	-0.1685
10254	0.516	0.446	0.34	-0.461	0.266	0.368	0.218	0.254	0.38	0.735	0.008	0.173	0.159	0.742
10255	0.0875	0.39925	0.23325	0.018875	0.1385	-0.0865	-0.1175	-0.1975	0.0165	-0.2325	-0.15825	-0.2785	-0.1485	-0.5275
10256	-0.1825	-0.2175	-0.3055	0.1925	-0.7345	-0.1575	-0.3165	-0.3715	0.3135	-0.1575	-0.3285	-0.4455	0.0715	-0.3795
1026	0.682785714	0.802428571	0.813571429	3.1645	2.1155	1.2565	1.6815	1.6455	1.9655	2.2475	1.390571429	1.2575	1.6665	2.5685
10261	-1.853833333	-2.633833333	-2.753833333	-1.034833333	-2.393833333	-2.509833333	-2.449833333	-2.356833333	-2.511833333	-2.756833333	-0.089833333	-1.318833333	-2.223833333	-1.747833333
10262	-0.051	0.09675	0.1608125	1.2655	0.4305	-0.1725	0.2115	0.5205	0.2355	-0.1685	0.3633125	0.2175	-0.2165	0.0565
10263	0.159	0.001	0.388	-0.384	0.097	-0.524	-0.68	-0.249	-0.346	-0.857	1.159	0.479	-0.348	1.379
10265	-1.954	-1.583	-0.869	0.358	-0.621	-0.647	-2.56	-1.722	-0.493	-1.36	-1.268	-2.802	-1.747	-2.175
10267	-0.427	0.857	-0.057	1.484	0.233	1.169	1.934	0.71	3.267	3.707	2.083	1.785	-1.223	0.329
10268	-0.8845	-0.9515	-0.7785	-0.8135	-0.4125	-0.3365	-0.3695	-0.1485	-0.3625	-0.6115	0.1215	-0.4065	-0.0955	1.0075
10269	0.8535	0.3035	0.0775	0.5275	0.5455	1.1715	0.8065	0.5285	0.9515	0.6075	-0.9175	0.4705	0.1245	-0.4945
1027	-0.966	-1.153	-0.734	0.388	-0.206	-0.903	0.034	0.065	-0.19	-1.403	0.647	-0.374	-0.811	0.19
10270	0.752	0.039	0.082	0.158	0.013	-0.014	0.033	-0.313	-0.176	0.116	0.11	-0.32	-0.364	0.486
10272	0.3719	0.5083	0.5569	2.1905	1.5975	0.7865	-0.4065	-1.1885	-0.4905	0.7755	1.0709	-0.7865	-1.2215	0.4545
10273	-0.2675	-0.314928571	-0.453785714	-0.4825	-0.3025	-0.2825	-0.2055	-0.1985	-0.2245	-0.4735	0.911928571	-0.0115	-0.1155	0.6665
10274	0.644	0.188166667	0.134	-0.5725	-0.1245	0.3395	0.0525	0.1955	0.2235	0.8425	-0.404833333	0.3835	0.6165	-0.2675
10276	0.40325	-0.86975	-1.87775	-1.29575	-0.89425	-0.21975	-1.71025	-2.26675	-2.19825	-2.26075	-2.79975	-1.22625	-1.29425	-2.09525
10277	0.407833333	0.1045	0.3525	-0.0685	0.3625	-0.2675	-0.0995	-0.1065	-0.4085	-0.2925	0.1895	0.5275	0.0255	-0.0985
10278	0.1645	0.6515	0.9405	1.2725	0.5925	-0.2375	0.0425	0.4525	0.4925	0.2125	0.0005	0.1425	0.1375	0.5035
10279	-0.189	-0.2175	-0.167125	2.0205	-0.1095	-0.1095	-1.6795	-1.9195	-0.0695	-0.0495	-1.078785714	-1.8795	-3.6095	-3.6285
10280	0.2745	-0.0425	0.0845	0.3965	0.1615	-0.4225	0.3045	0.5935	-0.1775	-0.0605	0.5815	0.4985	0.5445	1.5295
10281	0.016	0.335	0.136	0.0925	0.258	0.117	0.11	-0.011	-0.205	-0.586683333	0.201	-0.028	0.241	-1.21
10282	0.198875	0.251125	0.15375	0.132	0.052	0.346	0.634	1.151	1.016	0.494	-0.412875	1.246	0.588	0.597
10283	0.8725	0.9945	0.9295	0.2865	0.4165	0.7965	0.5465	0.2465	0.2465	0.5065	-0.1955	0.6365	0.6075	0.2205
10284	-0.183	0.343	0.287	-0.265	0.032	0.223	0.005	0.181	0.124	0.264	-0.529	0.041	-0.21	-0.395
10285	0.618	0.103	-0.006	-1.072	-0.553	1.124	0.918	0.486	0.471	0.674	-0.617	0.334	0.541	0.389
10286	0.3055	-0.3545	-0.4355	-1.1455	-0.2005	0.5935	0.9765	0.7205	0.6445	0.8645	-0.5225	0.3405	0.1195	-0.5145
10287	0.1325	0.3885	0.0375	-0.5505	-0.1705	-0.4635	-0.5295	-0.6775	-0.6965	-0.7665	0.3185	0.2245	0.1225	0.1215
10288	-2.70075	-2.36375	-2.82475	-2.05575	-2.50675	-2.71775	-2.41775	-2.73375	-2.59975	-1.828625	-0.04175	-2.16375	-2.51975	-2.15075
10289	0.5575	0.8575	0.6425	0.2865	0.5575	1.1625	1.3385	1.3355	0.7995	1.3595	-0.4285	0.9625	1.1695	0.1875
1029	-0.3695	0.2725	0.2855	0.6955	-0.2645	0.1055	0.4155	-1.4645	1.2155	0.1255	0.9655	0.4055	0.0135	0.0825
10290	-0.2115	-0.0993	0.0437	0.9685	-0.0685	-0.4545	-0.1445	-0.9095	-0.6265	-0.4695	0.4295	-0.3085	0.1585	-0.7675
10291	0.354428571	0.172857143	0.171	0.561428571	0.429428571	-0.469571429	-0.178571429	-0.132571429	-0.436571429	-0.062571429	1.057	0.044428571	0.129428571	0.842428571
10293	-1.08725	-0.77725	-0.96625	-0.42925	-0.92725	-0.73025	-0.27175	-0.38125	-0.64875	-1.24575	-1.32225	-0.51625	-0.10275	-0.80125
10294	0.537285714	0.055	0.040714286	-0.023	0.357	0.447	0.097	0.057	0.537	0.427	-0.179	0.727	0.019	-0.232
10295	-0.3405	-0.1635	-0.0275	0.5315	0.2955	-0.8665	-0.4045	-0.0415	-0.5315	-0.6075	0.8425	0.1585	-0.1805	1.0615
10296	1.4875	0.9875	1.2805	-0.1955	0.6115	0.7635	0.4095	0.6745	0.6515	0.9675	0.4765	0.4505	0.6495	0.5375
10297	0.082	0.291	0.186	0.543	0.127	0.18	1.353	-0.496	-0.234	0.131	0.202	-0.229	0.119	0.624
10298	-0.1305	-0.44475	-0.41025	-0.2905	-0.3405	-3.2435	-1.0125	-0.5785	-0.6145	-0.4195	-0.369	-0.3685	-0.1265	-0.0245
10299	-0.552	-1.399	-1.323	-0.532	-0.485	-0.39	-0.339	-0.43	-0.478	-0.329	0.323	-1.102	-0.979	0.486
103	0.5905	0.0235	-0.0325	0.2885	-0.4025	-0.4155	-0.3215	-0.3825	-0.5635	-0.3665	2.0765	0.0535	0.1585	0.9655
1030	0.015428571	0.118785714	-0.029357143	0.1495	0.2135	0.5825	0.3575	0.2105	0.6235	-0.187722222	0.567	0.8555	0.2145	1.2605
10300	0.489666667	0.325333333	0.296333333	1.1	0.804	0.023	-0.046	0.05	-0.141	-0.025	0.4725	-0.109	-0.067	0.433
10301	-0.6415	0.6845	0.7685	0.6495	0.7025	0.5875	0.1035	0.8455	0.0135	-0.1825	-0.4905	0.7105	0.0025	-0.3715
10302	0.136166667	-0.006	0.078	0.1435	-0.4785	-0.0005	0.5415	-0.3495	0.2795	-0.1165	-0.436833333	0.0925	0.2815	0.1135
10307	-0.1165	-0.2235	-0.0235	0.4735	0.1155	-1.0445	-0.0755	0.2245	-0.4245	0.1685	1.2795	0.3285	-0.0775	1.3465
10308	0.845	-0.924	-1.102	-1.32	-0.354	0.107	-0.255	-0.45	0.04	0.187	-1.091	0.625	0.688	-1.714
10309	0.8215	0.4445	0.9315	1.8715	0.5915	0.2115	-0.2985	-0.3085	0.0415	-0.3785	0.5265	-0.4385	-1.0565	-0.6425
1031	-0.873	-0.371	-0.594	-1.489	-1.909	-0.583	0.821	-0.438	0.264	-0.338	0.328	0.777	0.019	0.057
10311	1.0605	0.9785	0.7555	1.4145	1.0875	-0.4305	-0.7115	-0.1915	-0.1035	0.3345	0.0625	0.3465	0.0475	-1.2015
10312	-0.2445	0.1035	-0.2565	0.9425	0.0195	-0.7445	-0.1355	0.2975	-0.7495	-0.2715	0.5785	-0.2805	-0.2375	0.8625
10313	-0.258	-0.57525	-0.382	0.5225	0.0625	-0.3535	-0.4675	-0.1245	-0.4105	-0.7985	-0.3105	-0.3415	-0.3285	-0.8995
10314	0.5695	-0.1305	0.1915	0.6895	0.9345	0.3215	-0.0815	0.1985	0.5905	0.6595	-0.3525	0.2095	0.0975	-0.2065
10316	-0.01635	0.25565	0.19465	0.45365	0.00935	-0.34735	0.18985	-0.13235	-0.39935	0.49965	-0.00935	0.32965	0.32665	0.10865
10317	-0.12446875	-0.62846875	-0.62146875	0.169245536	-0.03646875	-0.05646875	0.21653125	-0.20946875	-0.29846875	-0.16746875	0.010697917	-0.05346875	-0.23846875	3.05353125
10318	0.1365	0.2625	0.2905	1.1015	0.3085	-0.8795	-0.3185	-0.6315	-0.9115	-0.0035	-0.1575	-0.8245	-0.2315	0.7885
10319	0.8945	0.9035	5.00E-04	1.2215	-0.4705	0.8055	2.0585	-0.2475	1.6715	2.7375	2.1385	1.2085	0.3115	2.4985
1032	0.4235	0.3175	1.0245	0.1735	0.2635	-0.1365	-1.1165	-0.9465	-0.7365	-0.7365	-1.1555	-0.9765	-0.3125	-0.7905
10320	-0.396833333	-0.40625	-0.460916667	-0.4005	-0.8075	-0.6095	-0.5795	-0.9985	-0.9905	-3.1185	-0.547916667	-1.0465	-1.0705	-2.3035
10321	0.536857143	0.290857143	0.242428571	0.519	-0.111	0.081	0.082	0.203	0.244	-0.044	0.588666667	-0.783	-1.586	-2.283
10322	0.1495	0.1955	0.4125	0.0185	-1.2595	-1.6185	-1.4795	-0.1755	-1.1835	-0.5935	0.4345	0.3155	0.0855	-0.0635
10324	-0.1768	-0.0798	-0.1028	-1.0113	-0.1348	-0.1988	-0.2098	0.9452	0.0682	0.9672	-0.7368	-0.0498	0.4662	-0.3678
10325	0.435071429	0.197142857	0.248285714	0.2095	0.5055	1.1275	1.1725	1.2595	1.0155	0.6445	0.930428571	0.2405	0.0735	-0.2045
10326	-0.236	0.164333333	0.19	0.989	-0.227	0.204	0.48	-0.164	0.012	-0.047	0.422111111	0.312	0.233	-0.317
10327	-0.1804	-0.0164	0.123	0.082	0.032	-0.158	0.002	-0.218	-0.378	0.092	-0.3316	-0.588	-0.141	0.333
10328	0.6345	0.8675	1.1065	0.6235	0.6235	0.7535	0.3735	0.8035	0.4535	0.5935	0.6825	0.6735	0.4965	0.5235
10329	-0.4115	0.3635	0.1485	-0.1005	0.2345	0.4625	0.9415	0.5265	0.7455	0.5385	1.2055	-0.0935	0.0555	1.0695
1033	-1.677	-1.09	-1.136	-1.092	-0.892	-0.992	-0.532	-0.942	-0.842	-1.582	0.008	-0.892	-1.282	-0.449
10330	1.1025	0.8925	1.1005	0.2895	0.5695	0.5595	0.7595	0.3395	0.5095	0.8595	0.8425	0.7895	0.3925	0.6825
10331	1.711	1.012	0.74	4.218	0.909	0.048	-0.73	-1.331	-0.241	0.557	-1.271	-1.015	-2.407	-2.592
10332	-0.702	-0.042	0.058	0.739	-0.524	0.702	0.243	-0.555	-0.25	-0.401	-0.071	-0.151	0.228	-0.91
10333	-0.2424	0.1914	-0.0444	1.472	0.037	-0.127	-0.503	-0.299	-0.35	0.066	0.0278	-0.102	-0.229	-1.252
10335	-0.0395	0.3755	-0.6735	-0.5625	-0.7545	-0.3865	-0.7315	-0.4635	-0.5695	0.1725	0.7305	0.1435	-1.5775	0.3885
10336	0.271	-0.061	0.049	0.01	-0.001	-0.194	-0.239	-0.21	-0.403	-0.455	-0.305	-0.119	-0.148	0.608
10342	0.8239	-0.1944	-0.2349	-1.1575	0.0825	0.7175	0.3535	0.3755	0.3465	0.8935	-0.972	0.0645	0.3865	0.4115
10343	-0.089142857	-0.083714286	-0.027833333	-0.789	-0.578	-0.212	0.354	-0.018	0.082	-0.338	-0.1255	0.221	-0.119	-0.013
10344	-0.285	0.56	0.513	-0.804	0.597	0.178	-0.073	-0.171	-0.291	0.139	-0.503	-0.155	0.074	-1.23
10345	-0.2561	0.3209	0.3559	-0.0341	-0.224544444	-1.1111	-0.1001	-0.074988889	-0.2561	-0.234322222	-0.2841	-0.4061	-0.2751	0.6729
10346	0.7845	0.7145	0.2445	1.2745	0.1275	0.4475	0.8215	1.1275	1.2635	0.9655	-0.4755	0.1095	1.2515	0.7275
10347	0.0025	-0.4535	-0.2225	-0.1325	-0.0015	-1.6275	-0.8915	-1.2965	-0.4415	-1.1635	1.8795	-0.2155	-0.3235	0.3245
10349	-0.0705	-0.3035	-0.6825	-0.39625	-0.2415	0.2615	0.4235	0.0735	0.0895	0.4345	-1.0465	-0.0695	0.0325	0.7905
10350	0.079625	-0.127375	-0.0205	0.304166667	-0.4435	-0.4185	-0.4935	-0.6345	-0.1585	0.763833333	0.5485	0.9005	0.8215	2.1615
10351	-0.17655	-0.15355	-0.53955	0.06045	-0.33755	0.00445	1.03845	1.71245	0.74945	3.19145	1.51145	1.28245	1.47245	1.11645
10352	-0.9395	-0.1855	-0.5145	-0.2465	-0.1065	-0.1265	0.7035	-0.2065	0.0835	-0.4465	0.3005	-0.5365	-0.0555	-0.4535
1036	0.316	1.188	0.799	-0.364	-0.191	1.575	2.9	2.183	1.684	2.216	1.404	2.57	2.51	1.722
10360	-0.543	-0.368	-0.478	0.245	-0.369	1.508	2.237	1.177	1.085	1.219	1.899	1.189	0.432	1.393
10361	0.853833333	0.795833333	0.992833333	2.154833333	0.570833333	0.257833333	-1.753166667	-1.125166667	-0.325166667	0.238833333	-0.382166667	-0.374166667	0.392833333	-1.175166667
